device_id,name,manufacturer,category,type,_source,_source_sub,is_new_vs_neurotool,is_new_vs_existing,Code,inner_diameter_in,outer_diameter_in,length_cm,length,minid,maxod,Proximal OD (F),Distal OD (F),Vessel diameters,Description,comments,Comments,material,Materials Used,design,Coil Type,url1,url2,AV Connection,Access,Acute or Chronic,Adjunctive Procedures,Antithrombogenic,Antithrombogenic (Yes/No),Aorto-Uni-Iliac/Converter Length (cm),Aorto-Uni-Iliac/Converter Proximal Diameter (mm),Approach,Arch Width (mm),Balloon Diameter (mm),Balloon Diameters (mm),Balloon Lengths (cm),Balloon Lengths (mm),Balloon Nominal Pressure (atm),Balloon Rated Burst Pressure (atm),Balloon Working Length (mm),Barrel Volume (mL),Blade Range (mm),Branch Diameter (mm),Branched Design,CE Mark Indication,CE Mark Indications,CT artefacts,Cannula Size (F),Catheter Carrier System ID (F),Catheter Endhole Diameter ID (inch),Catheter Length (cm),Catheter Size (F),Catheter Size/Length (F/cm),Catheter Type,Catheter Usable Length (cm),Catheter Working Length (cm),Cautions,Cell Design,Coated (Yes/No),Coating Type,Coil Diameter (mm),Coil Length (cm),Color,Color Coded,Common Iliac Artery Length (cm),Components,Composition,Crossing Profile (inch),Crossing Profile (mm),Crown Diameter (mm),Cuff Diameter (mm),Cuff Length (cm),Curved or Straight,Curved/Straight,Delivery Cable Length (cm),Delivery Sheath OD (F),Delivery System,Delivery System Length (cm),Delivery System Profile: Device OD (mm),Delivery System Profile: Device Outer Diameter (F),Design,Detachment,Device Diameter (mm),Device Height (mm),Device Length (mm),Device Shape,Device Size (mm),Diameter (inch),Diameter (mm),Diameters (mm),Dilator Construction,Dilator Length (cm),Distal Device Diameter (mm),Distal Size (F),Drug Concentration (µg/mm2),Drug Delivered,Drug Type,Durometer,Electrode Design,Embolic Protection Device,Energy Source,Excipient Type,External Artery Length (cm),Firing Scheme,Fistula Site(s),Fixation Location,Flexible Tip Length (cm),Gauge,Graft Material,Guide Catheter Compatibility (F),Guidewire Compatibility (inch),Hydrophilic Coated,Hydrophilic Coating,Hydrophilic Coating (Yes/No),Iliac Leg Extensions Diameter (mm),Iliac Leg Extensions Length (cm),Iliac Limb Diameter (mm),Iliac Limb Length (cm),Imaging Diameter (mm),Imaging Guidance,Indicated Caval Diameter (mm) (based on average caval diameter),Internal Diameter (inch),Introducer Size (F),Latch Type,Length (cm),Length (mm),Lengths (cm),Luminescent Gauge (Yes/No),Main Body Delivery System Profile: Device OD (F),Main Body Diameter (mm),Main Body Extensions Diameter (mm),Main Body Extensions Length (cm),Main Body Length (cm),Material,Material Used,Max Pulses/Max Cycles (pulses per cycle),Maximum Deployed Length (mm),Maximum Guidewire (inch),Maximum Guidewire Compatibility (inch),Maximum Guidewire Size (inch),Maximum Inflated Balloon Diameter (mm),Maximum Tip Diameter (mm),Maximum Wire Compatibility,Maximum Wire Compatibility (inch),Measuring Increments,Mechanism of Action,Method of Detachment,Middle Size (F),Minimum Guide Catheter ID (F),Minimum Guide Catheter ID (inch/mm),Minimum Guide Catheter Size (F),Minimum Guiding Catheter (F),Minimum Guiding Catheter ID (inch),Minimum Microcatheter (inch),Minimum Sheath Diameter (F),Minimum Vessel Diameter (mm),Modality,Mode of Operation,Nitinol Reinforced Section Diameter (mm),Nitinol Reinforced Section Length (cm),Nominal Pressure (atm),Number of Catheter Sizes,Number of Lumens,Occluders Diameter (mm),Outflow,Parent Vessel Diameter (mm),Permanent/Retrievable,Polymer,Polymer Cartridge Size (mL),Polymer Type,Position,Preparation,Pressure Range (atm),Proximal Device Diameter (mm),Proximal Size (F),Puncture Size (F),Radiopaque Tip,Radiopaque Tip (Yes/No),Rated Burst Pressure (atm),Recommended Catheter Sizes (ID) (inch),Recommended Delivery Catheter Sizes (ID) (inch),Recommended Guide Catheter Size (inch),Recommended Guidewire (inch),Recommended Guidewire Size (inch),Recommended Introducer Size (F),Recommended Vessel (mm),Research,Resheathable,Safety Mechanisms,Shaft Diameter (mm),Shaft Distal Section (F),Shaft Length (cm),Shaft Length (mm),Sheath Compatibility (F),Sheath Length (cm),Sheath Required for Delivery,Sheath Size (F),Sideholes (Yes/No),Size (F),Sizes,Sizes (mm),Sizes (µm),Snare Length (cm),Snare Type,Stent Diameter (mm),Stent Diameters (mm),Stent Expansion,Stent Length (mm),Stent Lengths (mm),Stent Material,Straight Stent Diameters (mm),Straight Stent Lengths (mm),Strengths,Support Catheter Construction,Surface coating,Tapered Stent Diameters (Proximal/Distal) (mm),Tapered Stent Lengths (mm),Technology,Threads,Tip,Tip Length (cm),Tip Length (mm),Tip Type,Tip-to-Cuff Insertion Length (cm),Type,"Type (Detachable, Pushable)",Type (Fixed or Movable Core),Type of Catheter Construction,Type of Special Access,US FDA Indicated Use,Variety of Selective Shapes,Vascular Graft Section Introducer Size (F),Vascular Graft Section Recommended Guidewire (inch),Vial Size (mL),Viscosity,Wavelength (nm),Wire Compatibility,Wire Diameters (inch),Wire Size (inch),Working Diameter (mm),Working Diameters (mm),Working Length (cm),category_name,category_slug,device_type,dmso,features,ifu,image,incompatibility,indications,materials,maxod_cat,minid_empirical,recommended,recommendedParentId,sizetable,specifications,stent diameter mm,stent length mm,subcategory,tablecaption,tip lengths,url,youtube
EVT-EU-1642,Conquest 40 PTA Dilatation Catheter,BD Interventional,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 5, 6, 7, 8, 9, 10, 12","2, 3, 4, 6, 8, 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,30–40,,,,,,,,,,,,,"50, 75",,"6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '50, 75', 'Sheath Compatibility (F)': '6, 7, 8', 'Balloon Diameters (mm)': '4, 5, 6, 7, 8, 9, 10, 12', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1643,Conquest PTA Dilatation Catheter,BD Interventional,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5, 6, 7, 8, 9, 10, 12","2, 3, 4, 6, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,20–30,,,,,,,,,,,,,"50, 75, 120",,"6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '50, 75, 120', 'Sheath Compatibility (F)': '6, 7, 8', 'Balloon Diameters (mm)': '5, 6, 7, 8, 9, 10, 12', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1644,Coyote & Coyote ES Monorail Balloon Dilatation Catheter,Boston Scientific Corporation,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.5, 3, 3.5, 4","2, 3, 4, 6, 8, 10, 12, 15, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014 (0.36 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 (810.6 KPa),,,,,,,,,,,,,,,,,,"12 (1,216 KPa), 14 (1,418 KPa)",,,,,,,,,,,,,"90, 143, 144, 145, 146, 150",,4 (1.33 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '90, 143, 144, 145, 146, 150', 'Sheath Compatibility (F)': '4 (1.33 mm)', 'Balloon Diameters (mm)': '1.5, 2, 2.5, 3, 3.5, 4', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10, 12, 15, 22'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1645,Coyote & Coyote ES Over-the-Wire Balloon Dilatation Catheter,Boston Scientific Corporation,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.5, 3, 3.5, 4","2, 3, 4, 6, 8, 10, 12, 15, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014 (0.36 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 (607.9 KPa), 8 (810.6 KPa)",,,,,,,,,,,,,,,,,,"12 (1,216 KPa), 14 (1,418 KPa)",,,,,,,,,,,,,"90, 142, 143, 144, 145, 150",,4 (1.33 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '90, 142, 143, 144, 145, 150', 'Sheath Compatibility (F)': '4 (1.33 mm)', 'Balloon Diameters (mm)': '1.5, 2, 2.5, 3, 3.5, 4', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10, 12, 15, 22'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1646,Cronus Advanced OTW,Rontis AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 5, 6, 7, 8, 9, 10","2, 3, 4, 6, 8, 10, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,12–16,,,,,,,,,,,,,"80, 120",,"5 (4–6 mm), 6 (7–9 mm), 7 (10 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '80, 120', 'Sheath Compatibility (F)': '5 (4–6 mm), 6 (7–9 mm), 7 (10 mm)', 'Balloon Diameters (mm)': '4, 5, 6, 7, 8, 9, 10', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10, 12'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1647,Cronus HP-OTW,Rontis AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 5, 6, 7, 8, 9, 10","2, 3, 4, 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,26 (all range),,,,,,,,,,,,,"45, 80",,6–8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '45, 80', 'Sheath Compatibility (F)': '6–8', 'Balloon Diameters (mm)': '4, 5, 6, 7, 8, 9, 10', 'Balloon Lengths (cm)': '2, 3, 4, 6'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1648,Cronus NV-OTW,Rontis AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 5, 6, 7, 8, 9, 10","2, 3, 4, 6, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,12–16,,,,,,,,,,,,,45,,"5 (4–6 mm), 6 (7–9 mm), 7 (10 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '45', 'Sheath Compatibility (F)': '5 (4–6 mm), 6 (7–9 mm), 7 (10 mm)', 'Balloon Diameters (mm)': '4, 5, 6, 7, 8, 9, 10', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1649,"Crosperio RX 0.014"" PTA Balloon Dilatation Catheter",Terumo Europe,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.5, 3, 3.5, 4","2, 4, 8, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,150,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '150', 'Sheath Compatibility (F)': '4', 'Balloon Diameters (mm)': '1.5, 2, 2.5, 3, 3.5, 4', 'Balloon Lengths (cm)': '2, 4, 8, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1650,"Crosstella OTW 0.018"" PTA Balloon Dilatation Catheter",Terumo Europe,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2, 2.5, 3, 4, 5, 6","2, 4, 6, 8, 10, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,"90, 150",,4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '90, 150', 'Sheath Compatibility (F)': '4–5', 'Balloon Diameters (mm)': '2, 2.5, 3, 4, 5, 6', 'Balloon Lengths (cm)': '2, 4, 6, 8, 10, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1651,DKaptain PTA High Pressure Balloon Dilatation Catheter,DK Medtech,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3, 4, 5, 6, 7, 8, 9, 10, 12","2, 3, 4, 6, 8, 10, 12, 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8–10,,,,,,,,,,,,,,,,,,Up to 26,,,,,,,,,,,,,"50, 75, 130",,"5 (3–4 mm), 6 (5–7 mm), 7 (8–10 mm), 8 (12 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '50, 75, 130', 'Sheath Compatibility (F)': '5 (3–4 mm), 6 (5–7 mm), 7 (8–10 mm), 8 (12 mm)', 'Balloon Diameters (mm)': '3, 4, 5, 6, 7, 8, 9, 10, 12', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10, 12, 15'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1652,Dorado 40 PTA Dilatation Catheter,BD Interventional,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3, 4, 5, 6, 7, 8, 9, 10","2, 4, 6, 8, 10, 12, 15, 17, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,20–24,,,,,,,,,,,,,"40, 80, 120, 135",,"5, 6, 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '40, 80, 120, 135', 'Sheath Compatibility (F)': '5, 6, 7', 'Balloon Diameters (mm)': '3, 4, 5, 6, 7, 8, 9, 10', 'Balloon Lengths (cm)': '2, 4, 6, 8, 10, 12, 15, 17, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1653,Ebony 0.014 OTW,Natec Medical Ltd,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.5, 3, 3.5, 4","2, 4, 6, 8, 10, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,"12 (8 mm), 13 (7 mm), 14 (2–6 mm)",,,,,,,,,,,,,"120, 150",,4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '120, 150', 'Sheath Compatibility (F)': '4–5', 'Balloon Diameters (mm)': '1.5, 2, 2.5, 3, 3.5, 4', 'Balloon Lengths (cm)': '2, 4, 6, 8, 10, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1654,Ebony 0.014 RX,Natec Medical Ltd,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 7, 8","1, 2, 3, 4, 6, 8, 10, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,"12 (8 mm), 13 (7 mm), 14 (2–6 mm)",,,,,,,,,,,,,150,,"4 (2–4.5 mm), 5 (5–8 mm): for lengths up to 60 mm; 4 (2–4.5 mm), 5 (5–7 mm): for lengths 100–120 mm; 4 (2–4 mm), 5 (4.5–6 mm): for lengths 150–200 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '150', 'Sheath Compatibility (F)': '4 (2–4.5 mm), 5 (5–8 mm): for lengths up to 60 mm; 4 (2–4.5 mm), 5 (5–7 mm): for lengths 100–120 mm; 4 (2–4 mm), 5 (4.5–6 mm): for lengths 150–200 mm', 'Balloon Diameters (mm)': '1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 7, 8', 'Balloon Lengths (cm)': '1, 2, 3, 4, 6, 8, 10, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1655,Ebony 0.018 OTW,Natec Medical Ltd,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2, 2.5, 3, 3.5, 4, 5, 5.5, 6, 7","4, 6, 8, 10, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,"12 (8 mm), 13 (7 mm), 14 (2–6 mm)",,,,,,,,,,,,,"120, 150",,5–7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '120, 150', 'Sheath Compatibility (F)': '5–7', 'Balloon Diameters (mm)': '2, 2.5, 3, 3.5, 4, 5, 5.5, 6, 7', 'Balloon Lengths (cm)': '4, 6, 8, 10, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1656,Ebony 0.035 OTW,Natec Medical Ltd,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3, 4, 5, 6, 7, 8, 9, 10, 12","2, 4, 6, 8, 10, 12, 15, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 (10–12 mm), 8 (3–9 mm)",,,,,,,,,,,,,,,,,,"10 (10–12 mm), 12 (8–9 mm), 13 (7 mm), 14 (5–6 mm)",,,,,,,,,,,,,"80, 130, 150",,5–7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '80, 130, 150', 'Sheath Compatibility (F)': '5–7', 'Balloon Diameters (mm)': '3, 4, 5, 6, 7, 8, 9, 10, 12', 'Balloon Lengths (cm)': '2, 4, 6, 8, 10, 12, 15, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1657,Euca Deep,eucatech AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5, 2, 2.25, 2.5, 2.75, 3, 3.5, 4","1, 1.5, 2, 3, 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Up to 19,,,,,,,,,,,,,138,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '138', 'Sheath Compatibility (F)': '–', 'Balloon Diameters (mm)': '1.5, 2, 2.25, 2.5, 2.75, 3, 3.5, 4', 'Balloon Lengths (cm)': '1, 1.5, 2, 3, 4'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1658,Euca PW,eucatech AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 5, 6, 7, 8, 9, 10, 12","2, 3, 4, 6, 8, 10, 12, 15, 17, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Up to 14,,,,,,,,,,,,,"85, 135",,5–8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '85, 135', 'Sheath Compatibility (F)': '5–8', 'Balloon Diameters (mm)': '4, 5, 6, 7, 8, 9, 10, 12', 'Balloon Lengths (cm)': '2, 3, 4, 6, 8, 10, 12, 15, 17, 20'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1659,Euca PWSV,eucatech AG,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2, 2.5, 3, 4, 5","2, 4, 6, 8, 12, 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Up to 19,,,,,,,,,,,,,"85, 135, 150",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '85, 135, 150', 'Sheath Compatibility (F)': '4', 'Balloon Diameters (mm)': '2, 2.5, 3, 4, 5', 'Balloon Lengths (cm)': '2, 4, 6, 8, 12, 15'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
EVT-EU-1660,EVAR PTA Balloon Catheter (PVQ),Q3 Medical Group,Pta Balloons 1,,evtoday.com,europe,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6–10, 12","6, 8, 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,"80, 135",,"6 (6–10 mm), 9 (12 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pta Balloons 1,pta-balloons-1,,,,,,,,,,,,,,"{'Shaft Length (cm)': '80, 135', 'Sheath Compatibility (F)': '6 (6–10 mm), 9 (12 mm)', 'Balloon Diameters (mm)': '6–10, 12', 'Balloon Lengths (cm)': '6, 8, 10'}",,,,,,https://evtoday.com/device-guide/european/pta-balloons-1,
